left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
abm.jpg,0.11257483,0.110077955,0.08377907,0.11589908,0.11494891,0.10827052,0.1430543,0.117935605,0.112191886,0.13548128,0.1152936,0.111155465,0.058803312,0.06120143,0.09208904,0.12016169,0.11774997,0.051904093,0.13459183,0.053224795
aci.jpg,0.049291164,0.10044639,0.061637327,0.07871142,0.05168104,0.062200624,0.11501116,0.05586809,0.06885727,0.12390749,0.10385088,0.09369955,0.08216324,0.06270698,0.058369398,0.066162705,0.0646283,0.13592151,0.080936775,0.10533326
acn.jpg,0.067155674,0.1266048,0.06649221,0.07498628,0.09086273,0.060818985,0.05799254,0.08092056,0.09433885,0.07404214,0.07285535,0.08171765,0.12926383,0.10371306,0.32865977,0.11494656,0.07402767,0.055941634,0.045701332,0.09271406
aco.jpg,0.09912302,0.05345164,0.2791987,0.093905024,0.12750198,0.07002858,0.14564425,0.11088274,0.12828025,0.1709562,0.11310514,0.10298861,0.09364027,0.120046675,0.045059975,0.09578585,0.10846841,0.11136664,0.15153135,0.12548317
acu.jpg,0.08714026,0.05350842,0.06986417,0.09438192,0.057253752,0.09298681,0.0941676,0.08038156,0.09675911,0.079475455,0.06300947,0.10534167,0.05494026,0.09185534,0.08619523,0.09444371,0.07831027,0.06350388,0.04988179,0.118858926
acw.jpg,0.09633451,0.09445057,0.28713247,0.09135157,0.07873024,0.05816177,0.057715144,0.08149931,0.104316615,0.089952186,0.09941545,0.1167248,0.11913198,0.069176964,0.10527215,0.09081152,0.12250834,0.08908961,0.0979336,0.0811782
adt.jpg,0.08643767,0.072496034,0.079961136,0.053050257,0.07050556,0.08715644,0.034461394,0.073478214,0.083422266,0.090092786,0.05602658,0.045100138,0.09267225,0.07735927,0.1038852,0.042348325,0.079581335,0.036646675,0.072955295,0.09487579
aei.jpg,0.10284604,0.07773819,0.0784375,0.1560949,0.07335705,0.081000574,0.05762119,0.11058392,0.075650595,0.11122232,0.44293568,0.043930743,0.08785631,0.12095402,0.06340071,0.08945451,0.077813104,0.078208104,0.0856808,0.07849429
aej.jpg,0.104760155,0.051334947,0.07695098,0.075316966,0.111516766,0.0862799,0.07670066,0.12036354,0.09002784,0.07393792,0.08070041,0.051505048,0.08415738,0.089607865,0.079630695,0.09232198,0.05600573,0.08673321,0.08430259,0.08882342
aem.jpg,0.082162224,0.07564475,0.057312,0.07495591,0.05571765,0.06499994,0.07353543,0.10591216,0.13136874,0.12463779,0.09150985,0.07310413,0.06675211,0.11246823,0.057670917,0.07628017,0.08005524,0.08249119,0.083757766,0.07678803
aes.jpg,0.05458074,0.12581737,0.068059355,0.080132455,0.072068885,0.11498392,0.08398042,0.10605674,0.07496211,0.034618694,0.10688843,0.047048893,0.099453375,0.086159185,0.12670252,0.07582576,0.08700816,0.035246402,0.052441757,0.10163536
afd.jpg,0.096265204,0.07361361,0.06673523,0.08861933,0.056752592,0.04973304,0.07039655,0.068465844,0.10821865,0.07933696,0.06241204,0.100395404,0.05741437,0.078563675,0.12857258,0.10690013,0.04611862,0.08104401,0.07327902,0.07379131
